,name,id,nametype,recclass,mass,fall,year,reclat,reclong,GeoLocation,state
225,Bald Eagle,4924,Valid,"Iron, IIIAB",3200.0,Found,1891.0,41.28333,-77.05,"(41.283330, -77.050000)",US-NY
226,Ballinger,4930,Valid,"Iron, IAB-MG",1250.0,Found,1927.0,31.76667,-99.98333,"(31.766670, -99.983330)",US-TX
227,Barrilla,4952,Valid,H5,11100.0,Found,1994.0,30.78333,-103.46667,"(30.783330, -103.466670)",US-TX
228,Bartlett,4953,Valid,"Iron, IIIAB",8590.0,Found,1938.0,30.83333,-97.5,"(30.833330, -97.500000)",US-TX
229,Barwise,4955,Valid,H5,10400.0,Found,1950.0,34.0,-101.5,"(34.000000, -101.500000)",US-TX
230,Batesland,4973,Valid,H5,2500.0,Found,1961.0,43.13333,-102.1,"(43.133330, -102.100000)",US-SD
231,Bayard,4978,Valid,L5,75000.0,Found,1982.0,41.81667,-103.36667,"(41.816670, -103.366670)",US-NE
232,Bear Creek,4982,Valid,"Iron, IIIAB",227000.0,Found,1866.0,39.6,-105.3,"(39.600000, -105.300000)",US-CO
233,Bear Lodge,4983,Valid,"Iron, IIIAB",48500.0,Found,1931.0,44.5,-104.2,"(44.500000, -104.200000)",US-WY
234,Beaver,4985,Valid,L5,25628.0,Found,1940.0,36.8,-100.53333,"(36.800000, -100.533330)",US-OK
235,Beaver-Harrison,4987,Valid,L6,925.0,Found,1979.0,38.48417,-113.13639,"(38.484170, -113.136390)",US-UT
236,Beeler,4994,Valid,LL6,11620.0,Found,1924.0,38.53333,-100.21667,"(38.533330, -100.216670)",US-KS
237,Beenham,4995,Valid,L5,44400.0,Found,1937.0,36.21667,-103.65,"(36.216670, -103.650000)",US-NM
238,Beer Bottle Pass,4996,Valid,L5,8.9,Found,1999.0,35.66117,-115.33333,"(35.661170, -115.333330)",US-NV
239,Bella Roca,5003,Valid,"Iron, IIIAB",33000.0,Found,1888.0,24.9,-105.4,"(24.900000, -105.400000)",
240,Belle Plaine,5004,Valid,L6,78800.0,Found,1950.0,37.31667,-97.25,"(37.316670, -97.250000)",US-KS
241,Belmont,5008,Valid,H6,25300.0,Found,1958.0,42.73333,-90.35,"(42.733330, -90.350000)",US-WI
242,Benedict,5017,Valid,"Iron, IIIAB",16380.0,Found,1970.0,41.0,-97.53333,"(41.000000, -97.533330)",US-NE
243,Benjamin,5020,Valid,H4/5,51800.0,Found,1969.0,33.58333,-99.8,"(33.583330, -99.800000)",US-TX
244,Bennett County,5022,Valid,"Iron, IIAB",89000.0,Found,1934.0,43.5,-101.25,"(43.500000, -101.250000)",US-SD
245,Bethel (a),5030,Valid,OC,18.3,Found,1968.0,34.23333,-103.38333,"(34.233330, -103.383330)",US-NM
246,Bethel (b),5031,Valid,H4,56.8,Found,1968.0,34.24667,-103.395,"(34.246670, -103.395000)",US-NM
247,Bethune,5033,Valid,EH4/5,67.0,Found,1941.0,39.3,-102.41667,"(39.300000, -102.416670)",US-CO
248,Big Horn Mountains,50765,Valid,H4,91.9,Found,2006.0,33.71333,-113.275,"(33.713330, -113.275000)",US-AZ
249,Billings,5047,Valid,"Iron, IIIAB",24500.0,Found,1903.0,37.06667,-93.55,"(37.066670, -93.550000)",US-MO
250,Bishop Canyon,5058,Valid,"Iron, IVA",8600.0,Found,1912.0,38.0,-108.5,"(38.000000, -108.500000)",US-CO
251,Bison,5061,Valid,LL6,11000.0,Found,1958.0,38.30667,-99.71,"(38.306670, -99.710000)",US-KS
252,Black Mountain,5066,Valid,"Iron, IAB-MG",800.0,Found,1839.0,35.58333,-82.35,"(35.583330, -82.350000)",US-TN
253,Black Rock 001,32765,Valid,L6,152.0,Found,2003.0,40.86717,-119.18352,"(40.867170, -119.183520)",US-NV
254,Blackwater Draw,5067,Valid,H4,1500.0,Found,1979.0,34.20583,-103.22222,"(34.205830, -103.222220)",US-NM
255,Blackwood Creek,5069,Valid,H6,67.0,Found,1998.0,40.5,-101.08333,"(40.500000, -101.083330)",US-NE
256,Blakeman,56564,Valid,L4,113.7,Found,1983.0,39.91667,-101.2,"(39.916670, -101.200000)",US-KS
257,Bledsoe,5074,Valid,H4,30500.0,Found,1970.0,33.59167,-103.02667,"(33.591670, -103.026670)",US-NM
258,Blithfield,5075,Valid,EL6,1830.0,Found,1910.0,45.5,-77.0,"(45.500000, -77.000000)",
259,Blue Eagle,45972,Valid,R3-6,70.0,Found,2006.0,38.66167,-115.51833,"(38.661670, -115.518330)",US-NV
260,Bluebird,30445,Valid,L6,3650.0,Found,2002.0,35.8675,-114.19167,"(35.867500, -114.191670)",US-NV
261,Bluewater,5078,Valid,"Iron, IIIAB",9540.0,Found,1946.0,35.26667,-107.96667,"(35.266670, -107.966670)",US-NM
262,Bluewing 001,5079,Valid,Eucrite-mmict,6.1,Found,2000.0,40.2495,-118.93683,"(40.249500, -118.936830)",US-NV
263,Bluewing 002,5080,Valid,H5,23.0,Found,1999.0,40.24148,-118.94763,"(40.241480, -118.947630)",US-NV
264,Bluewing 003,5081,Valid,L6,95.0,Found,1999.0,40.26752,-118.94308,"(40.267520, -118.943080)",US-NV
265,Bluewing 004,5082,Valid,L5,113.0,Found,1999.0,40.27537,-118.9461,"(40.275370, -118.946100)",US-NV
266,Bluewing 005,5083,Valid,L5,7200.0,Found,1999.0,40.28563,-118.94657,"(40.285630, -118.946570)",US-NV
267,Bluewing 006,5084,Valid,L6,355.0,Found,1999.0,40.28338,-118.94808,"(40.283380, -118.948080)",US-NV
268,Bluewing 007,5085,Valid,L4,324.0,Found,1999.0,40.28247,-118.94872,"(40.282470, -118.948720)",US-NV
269,Bluewing 008,5086,Valid,H5,451.7,Found,2001.0,40.27957,-118.94642,"(40.279570, -118.946420)",US-NV
270,Bluewing 029,45959,Valid,H6,83.8,Found,2006.0,40.2628,-118.95912,"(40.262800, -118.959120)",US-NV
271,Bluewing 030,51574,Valid,H5,18.81,Found,1999.0,40.26667,-118.93333,"(40.266670, -118.933330)",US-NV
272,Bluewing 031,51575,Valid,H5,170.0,Found,1999.0,40.26667,-118.93333,"(40.266670, -118.933330)",US-NV
273,Bluewing 032,54474,Valid,L5,78.0,Found,1999.0,40.26667,-118.93333,"(40.266670, -118.933330)",US-NV
274,Bluewing 033,51576,Valid,L5,287.44,Found,1999.0,40.26667,-118.93333,"(40.266670, -118.933330)",US-NV
275,Bluewing 034,51577,Valid,H5,34.0,Found,1999.0,40.26667,-118.93333,"(40.266670, -118.933330)",US-NV
276,Bluewing 035,51578,Valid,L6,12.56,Found,1999.0,40.26667,-118.93333,"(40.266670, -118.933330)",US-NV
277,Bluewing 036,51579,Valid,L6,10.47,Found,1999.0,40.26667,-118.93333,"(40.266670, -118.933330)",US-NV
278,Bluewing 037,52962,Valid,H5,37.2,Found,2009.0,40.2819,-118.94693,"(40.281900, -118.946930)",US-NV
279,Bluff (a),5087,Valid,L5,153300.0,Found,1878.0,29.87861,-96.87222,"(29.878610, -96.872220)",US-TX
280,Bluff (b),5088,Valid,L4,16000.0,Found,1917.0,29.86306,-96.92667,"(29.863060, -96.926670)",US-TX
281,Boaz (stone),5091,Valid,H5,1800.0,Found,1968.0,33.65167,-103.70833,"(33.651670, -103.708330)",US-NM
282,Boerne,5095,Valid,H6,1100.0,Found,1932.0,29.8,-98.8,"(29.800000, -98.800000)",US-TX
283,Bonita Springs,5104,Valid,H5,41800.0,Found,1938.0,26.26667,-81.75,"(26.266670, -81.750000)",US-FL
284,Bonnie Claire 001,5105,Valid,H5,23.03,Found,1998.0,37.21667,-117.08333,"(37.216670, -117.083330)",US-NV
285,Bonnie Claire 002,5106,Valid,H5,80.8,Found,1998.0,37.21667,-117.08333,"(37.216670, -117.083330)",US-NV
286,Borrego,5115,Valid,L6,2126.0,Found,1930.0,33.26667,-116.38333,"(33.266670, -116.383330)",US-CA
287,Botetourt County,5116,Valid,Iron,500.0,Found,1850.0,37.5,-79.75,"(37.500000, -79.750000)",US-VA
288,Boulder Mine,52852,Valid,L5,1560.0,Found,2008.0,34.685,-114.323,"(34.685000, -114.323000)",US-CA
289,Bouse,35487,Valid,L4-6,147.4,Found,2004.0,33.96667,-114.06667,"(33.966670, -114.066670)",US-AZ
290,Bowesmont,5124,Valid,L6,2270.0,Found,1962.0,48.68333,-97.16667,"(48.683330, -97.166670)",US-ND
291,Bowesmont (b),5125,Valid,L5,1300.0,Found,1972.0,48.78333,-97.35,"(48.783330, -97.350000)",US-ND
292,Brady,5129,Valid,L6,927.0,Found,1937.0,31.05,-99.46667,"(31.050000, -99.466670)",US-TX
293,Brainard,5131,Valid,"Iron, IIIAB",138300.0,Found,1978.0,41.15333,-96.955,"(41.153330, -96.955000)",US-NE
294,Brandon,5132,Valid,L6/7,7580.0,Found,1975.0,40.81,-101.80167,"(40.810000, -101.801670)",US-NE
295,Brenham,5136,Valid,"Pallasite, PMG-an",4300000.0,Found,1882.0,37.5825,-99.16361,"(37.582500, -99.163610)",US-KS
296,Brewster,5137,Valid,L6,17000.0,Found,1940.0,39.25,-101.33333,"(39.250000, -101.333330)",US-KS
297,Bridgewater,5139,Valid,"Iron, IID",13600.0,Found,1890.0,35.71667,-81.86667,"(35.716670, -81.866670)",US-TN
298,Briggsdale,5141,Valid,"Iron, IIIAB",2230.0,Found,1949.0,40.66667,-104.31667,"(40.666670, -104.316670)",US-CO
299,Briscoe,5142,Valid,L5,1773.0,Found,1940.0,34.35,-101.4,"(34.350000, -101.400000)",US-TX
300,Bristol,5143,Valid,"Iron, IVA",20000.0,Found,1937.0,36.56667,-82.18333,"(36.566670, -82.183330)",US-TN
301,Broken Bow,5145,Valid,H4,6800.0,Found,1937.0,41.43333,-99.7,"(41.433330, -99.700000)",US-NE
302,Bronco,5147,Valid,OC,972.0,Found,1971.0,33.28333,-102.96667,"(33.283330, -102.966670)",US-TX
303,Bronco (b),5148,Valid,OC,101.0,Found,1980.0,33.275,-102.96,"(33.275000, -102.960000)",US-TX
304,Bronco (c),5149,Valid,OC,53.0,Found,1980.0,33.275,-102.96,"(33.275000, -102.960000)",US-TX
305,Brownell,5150,Valid,L6,2000.0,Found,1971.0,38.69667,-99.70833,"(38.696670, -99.708330)",US-KS
306,Brownfield (1937),5151,Valid,H3.7,40960.0,Found,1937.0,33.21667,-102.18333,"(33.216670, -102.183330)",US-TX
307,Brownfield (1964),5152,Valid,H5,4100.0,Found,1964.0,33.21667,-102.18333,"(33.216670, -102.183330)",US-TX
308,Brownfield (c),5153,Valid,OC,1550.0,Found,1974.0,33.135,-102.27833,"(33.135000, -102.278330)",US-TX
309,Brownfield (iron),5154,Valid,"Iron, IID",1626.0,Found,1960.0,33.21667,-102.18333,"(33.216670, -102.183330)",US-TX
310,Bruceville,5155,Valid,L6,83000.0,Found,1998.0,38.295,-121.405,"(38.295000, -121.405000)",US-CA
311,Buck Mountain Wash,30446,Valid,H3-5,798.0,Found,2004.0,34.72453,-114.20883,"(34.724530, -114.208830)",US-CA
312,Buck Mountains 001,35488,Valid,H6,50.0,Found,2004.0,34.73245,-114.22257,"(34.732450, -114.222570)",US-CA
313,Buck Mountains 002,35489,Valid,L6,18.4,Found,2004.0,34.71933,-114.20783,"(34.719330, -114.207830)",US-CA
314,Buck Mountains 003,44705,Valid,L6,34200.0,Found,2005.0,34.7345,-114.21717,"(34.734500, -114.217170)",US-CA
315,Buck Mountains 004,55342,Valid,H3-6,145.8,Found,2005.0,34.70108,-114.18845,"(34.701080, -114.188450)",US-CA
316,Buck Mountains 005,55334,Valid,L6,859.7,Found,2007.0,34.70337,-114.19097,"(34.703370, -114.190970)",US-CA
317,Buenaventura,5162,Valid,"Iron, IIIAB",113600.0,Found,1969.0,29.8,-107.55,"(29.800000, -107.550000)",
318,Buffalo Gap,51831,Valid,"Iron, IAB-ung",9300.0,Found,2003.0,32.24611,-99.99306,"(32.246110, -99.993060)",US-TX
319,Bunker Hill,54611,Valid,L6,28000.0,Found,2002.0,38.84833,-98.72383,"(38.848330, -98.723830)",US-KS
320,Burdett,5167,Valid,H5,8600.0,Found,1940.0,38.23333,-99.53333,"(38.233330, -99.533330)",US-KS
321,Burkett,5170,Valid,"Iron, IAB-MG",8400.0,Found,1913.0,32.03333,-99.25,"(32.033330, -99.250000)",US-TX
322,Burlington,5172,Valid,"Iron, IIIE",68000.0,Found,1819.0,42.75,-75.18333,"(42.750000, -75.183330)",US-NY
323,Burns,57342,Valid,"Iron, IIIAB",18400.0,Found,2003.0,39.86667,-106.88333,"(39.866670, -106.883330)",US-CO
324,Burns Flat,5174,Valid,L6,1987.0,Found,1971.0,35.33333,-99.15,"(35.333330, -99.150000)",US-TX
325,Bushnell,5180,Valid,H4,1240.0,Found,1939.0,41.23333,-103.9,"(41.233330, -103.900000)",US-NE
326,Butler,5182,Valid,"Iron, ungrouped",41000.0,Found,1874.0,38.3,-94.36667,"(38.300000, -94.366670)",US-MO
327,Caddo County,5192,Valid,"Iron, IAB-ung",18000.0,Found,1987.0,35.0,-98.33333,"(35.000000, -98.333330)",US-TX
328,Caldwell,5197,Valid,L-imp melt,12900.0,Found,1961.0,37.03333,-97.625,"(37.033330, -97.625000)",US-KS
329,Calico Rock,5198,Valid,"Iron, IIAB",7275.0,Found,1938.0,36.08333,-92.15,"(36.083330, -92.150000)",US-AR
330,Calliham,5201,Valid,L6,40000.0,Found,1958.0,28.41667,-98.25,"(28.416670, -98.250000)",US-TX
331,Cambria,5203,Valid,"Iron, ungrouped",16300.0,Found,1818.0,43.2,-78.8,"(43.200000, -78.800000)",US-NY
332,Camp Creek,53490,Valid,H4,3016.0,Found,2009.0,33.88098,-111.78558,"(33.880980, -111.785580)",US-AZ
333,Camp Wood,51830,Valid,"Iron, IIIAB",148000.0,Found,,29.7725,-99.875,"(29.772500, -99.875000)",US-TX
334,Campbellsville,5245,Valid,"Iron, IIIAB",15400.0,Found,1929.0,37.36667,-85.36667,"(37.366670, -85.366670)",US-KY
335,Canton,5254,Valid,"Iron, IIIAB",7030.0,Found,1894.0,34.2,-84.48333,"(34.200000, -84.483330)",US-GA
336,Canyon,5255,Valid,H?,860.0,Found,1957.0,34.96667,-101.93333,"(34.966670, -101.933330)",US-TX
337,Canyon City,5256,Valid,"Iron, IIIAB",8600.0,Found,1875.0,40.9,-123.1,"(40.900000, -123.100000)",US-CA
338,Canyon Diablo,5257,Valid,"Iron, IAB-MG",30000000.0,Found,1891.0,35.05,-111.03333,"(35.050000, -111.033330)",US-AZ
339,Canyonlands,5258,Valid,H6,1520.0,Found,1961.0,38.18333,-109.88333,"(38.183330, -109.883330)",US-UT
340,Carbo,5266,Valid,"Iron, IID",454000.0,Found,1923.0,29.66667,-111.5,"(29.666670, -111.500000)",
341,Cargo Muchacho Mountains,50912,Valid,CO3,2860.0,Found,2000.0,32.91745,-114.767183,"(32.917450, -114.767183)",US-CA
342,Carichic,5270,Valid,H5,17000.0,Found,1983.0,27.93333,-107.05,"(27.933330, -107.050000)",
343,Carlton,5277,Valid,"Iron, IAB-sLM",81200.0,Found,1887.0,31.91667,-98.03333,"(31.916670, -98.033330)",US-TX
344,Carnegie,5278,Valid,L6,132700.0,Found,1963.0,35.16667,-98.64389,"(35.166670, -98.643890)",US-TX
345,Carthage,5282,Valid,"Iron, IIIAB",127000.0,Found,1840.0,36.26667,-85.98333,"(36.266670, -85.983330)",US-TN
346,Carver,5284,Valid,"Iron, IIAB",94000.0,Found,1935.0,32.0,-86.0,"(32.000000, -86.000000)",US-AL
347,Casas Grandes,5285,Valid,"Iron, IIIAB",1545000.0,Found,1867.0,30.4,-107.8,"(30.400000, -107.800000)",
348,Casey County,5286,Valid,"Iron, IAB-MG",723.0,Found,1877.0,37.25,-85.0,"(37.250000, -85.000000)",US-KY
349,Cashion,5287,Valid,H4,5896.8,Found,1936.0,35.84778,-97.70333,"(35.847780, -97.703330)",US-TX
350,Cat Mountain,5297,Valid,L5,2700.0,Found,1981.0,32.14833,-111.11167,"(32.148330, -111.111670)",US-AZ
351,Cave Creek,5299,Valid,H4,1492.0,Found,1992.0,31.7045,-110.77917,"(31.704500, -110.779170)",US-AZ
352,Cavour,5300,Valid,H6,26210.0,Found,1938.0,44.221494,-98.059192,"(44.221494, -98.059192)",US-SD
353,Cedar (Kansas),5302,Valid,H6,4900.0,Found,1937.0,39.7,-98.98333,"(39.700000, -98.983330)",US-KS
354,Cedar (Texas),5303,Valid,H4,26000.0,Found,1900.0,29.82806,-96.90861,"(29.828060, -96.908610)",US-TX
355,Cedartown,5304,Valid,"Iron, IIAB",11300.0,Found,1898.0,34.01667,-85.26667,"(34.016670, -85.266670)",US-AL
356,Cee Vee,5305,Valid,H5,3600.0,Found,1959.0,34.2,-100.48333,"(34.200000, -100.483330)",US-TX
357,Chamberlin,5317,Valid,H5,2400.0,Found,1941.0,36.2,-102.45,"(36.200000, -102.450000)",US-TX
358,Chambord,5318,Valid,"Iron, IIIAB",6600.0,Found,1904.0,48.45,-72.06667,"(48.450000, -72.066670)",
359,Chandler,53491,Valid,L6,350.4,Found,2009.0,33.24558,-111.89633,"(33.245580, -111.896330)",US-AZ
360,Channing,5324,Valid,H5,15300.0,Found,1936.0,35.71667,-102.28333,"(35.716670, -102.283330)",US-TX
361,Chesterville,5343,Valid,"Iron, IIAB",16500.0,Found,1849.0,34.7,-81.2,"(34.700000, -81.200000)",US-NC
362,Chicago Valley,44706,Valid,L5,26.0,Found,2004.0,36.00217,-116.19633,"(36.002170, -116.196330)",US-NV
363,Chico,5346,Valid,L6,104800.0,Found,1954.0,36.5,-104.2,"(36.500000, -104.200000)",US-NM
364,Chico Hills,5347,Valid,H4,8030.0,Found,1951.0,36.0,-104.5,"(36.000000, -104.500000)",US-NM
365,Chico Mountains,5348,Valid,"Iron, IIAB",212.0,Found,1915.0,29.0,-103.25,"(29.000000, -103.250000)",US-TX
366,Chihuahua City,5350,Valid,"Iron, IC",54000.0,Found,1929.0,28.66667,-106.11667,"(28.666670, -106.116670)",US-TX
367,Chocolate Mountains,52013,Valid,Ureilite,699.0,Found,2004.0,33.01222,-114.86667,"(33.012220, -114.866670)",US-CA
368,Chuckwalla,5361,Valid,"Iron, IAB-MG",1802.0,Found,1992.0,35.25,-118.09067,"(35.250000, -118.090670)",US-NV
369,Chulafinnee,5362,Valid,"Iron, IIIAB",16220.0,Found,1873.0,33.5,-85.66667,"(33.500000, -85.666670)",US-AL
370,Chupaderos,5363,Valid,"Iron, IIIAB",24300000.0,Found,1852.0,27.0,-105.1,"(27.000000, -105.100000)",US-TX
371,Cimarron,5365,Valid,CM2,,Found,1948.0,37.85,-100.35,"(37.850000, -100.350000)",US-KS
372,Cincinnati,5366,Valid,"Iron, IIAB",1500.0,Found,1870.0,39.11667,-84.5,"(39.116670, -84.500000)",US-KY
373,Circle Back,5367,Valid,L6,2268.0,Found,1977.0,34.02806,-102.68,"(34.028060, -102.680000)",US-TX
374,Clarendon (a),5369,Valid,H5,1964.0,Found,1979.0,34.905,-100.91333,"(34.905000, -100.913330)",US-TX
375,Clarendon (b),5370,Valid,H5,26.8,Found,1981.0,34.93611,-100.94167,"(34.936110, -100.941670)",US-TX
376,Clareton,5371,Valid,L6,1050.0,Found,1931.0,43.7,-104.7,"(43.700000, -104.700000)",US-WY
377,Clark County,5373,Valid,"Iron, IIIF",11300.0,Found,1937.0,38.0,-84.16667,"(38.000000, -84.166670)",US-KY
378,Claytonville,5375,Valid,L5,15600.0,Found,1964.0,34.34667,-101.49,"(34.346670, -101.490000)",US-TX
379,Claytonville (b),5376,Valid,OC,5136.0,Found,1978.0,34.34833,-101.65833,"(34.348330, -101.658330)",US-TX
380,Cleburne,5377,Valid,"Iron, IVA",6800.0,Found,1907.0,32.31667,-97.41667,"(32.316670, -97.416670)",US-TX
381,Cleo Springs,5378,Valid,H4,24000.0,Found,1960.0,36.43333,-98.43333,"(36.433330, -98.433330)",US-TX
382,Cleveland,5379,Valid,"Iron, IIIAB",115000.0,Found,1860.0,34.88333,-84.78333,"(34.883330, -84.783330)",US-GA
383,Clifford,5380,Valid,L6,11360.0,Found,1962.0,39.1,-103.25833,"(39.100000, -103.258330)",US-CO
384,Clinton,5381,Valid,Iron,7700.0,Found,1950.0,36.08333,-84.2,"(36.083330, -84.200000)",US-TN
385,Clover Springs,5384,Valid,Mesosiderite-A2,7700.0,Found,1954.0,34.45,-111.36667,"(34.450000, -111.366670)",US-AZ
386,Clovis (no. 1),5385,Valid,H3.6,283000.0,Found,1961.0,34.3,-103.13472,"(34.300000, -103.134720)",US-NM
387,Clovis (no. 2),5386,Valid,L6,41300.0,Found,1963.0,34.3,-103.13333,"(34.300000, -103.133330)",US-NM
388,Coahuila,5387,Valid,"Iron, IIAB",2100000.0,Found,1837.0,28.7,-102.73333,"(28.700000, -102.733330)",US-TX
389,Coffeyville,51051,Valid,H5,35900.0,Found,2006.0,37.01667,-95.66667,"(37.016670, -95.666670)",US-KS
390,Colby (Kansas),5394,Valid,H5,2400.0,Found,1940.0,39.41667,-101.05,"(39.416670, -101.050000)",US-KS
391,Coldwater (iron),5398,Valid,Iron,18400.0,Found,1923.0,37.26667,-99.33333,"(37.266670, -99.333330)",US-KS
392,Coldwater (stone),5399,Valid,H5,16000.0,Found,1924.0,37.26667,-99.33333,"(37.266670, -99.333330)",US-KS
393,Cole Creek,5400,Valid,H5,16300.0,Found,1991.0,41.35,-99.11667,"(41.350000, -99.116670)",US-NE
394,Colfax,5402,Valid,"Iron, IAB-ung",2300.0,Found,1880.0,35.3,-81.73333,"(35.300000, -81.733330)",US-TN
395,Colony,5407,Valid,CO3.0,3912.0,Found,1975.0,35.35,-98.68333,"(35.350000, -98.683330)",US-TX
396,Colorado Springs,5408,Valid,Iron,,Found,1950.0,38.83333,-104.83333,"(38.833330, -104.833330)",US-CO
397,Colton,5410,Valid,"Iron, IIIAB",19670.0,Found,1993.0,46.57056,-117.09861,"(46.570560, -117.098610)",US-WA
398,Columbus,5411,Valid,H5,165.0,Found,1997.0,31.82967,-107.3945,"(31.829670, -107.394500)",US-NM
399,Comanche (iron),5414,Valid,"Iron, IAB-sLL",19700.0,Found,1940.0,32.01667,-98.7,"(32.016670, -98.700000)",US-TX
400,Comanche (stone),5415,Valid,L5,2400.0,Found,1956.0,31.99167,-98.65167,"(31.991670, -98.651670)",US-TX
401,Conception Junction,53877,Valid,"Pallasite, PMG-an",17000.0,Found,2006.0,40.266667,-94.683333,"(40.266667, -94.683333)",US-MO
402,Concho,5417,Valid,L6,93500.0,Found,1939.0,32.0,-101.5,"(32.000000, -101.500000)",US-TX
403,Cookeville,5431,Valid,"Iron, IAB-ung",2300.0,Found,1913.0,36.16667,-85.51667,"(36.166670, -85.516670)",US-TN
404,Coolidge,5434,Valid,C4-ung,4500.0,Found,1937.0,38.03333,-101.98333,"(38.033330, -101.983330)",US-KS
405,Coon Butte,5436,Valid,L6,2750.0,Found,1905.0,35.0,-111.0,"(35.000000, -111.000000)",US-AZ
406,Coopertown,5438,Valid,"Iron, IIIE",16800.0,Found,1860.0,36.43333,-87.0,"(36.433330, -87.000000)",US-TN
407,Cope,5440,Valid,H5,12000.0,Found,1934.0,39.66667,-102.83333,"(39.666670, -102.833330)",US-CO
408,Cope (b),5441,Valid,H5,817.0,Found,1967.0,39.68333,-102.845,"(39.683330, -102.845000)",US-CO
409,Cordes,44707,Valid,H4,54.5,Found,1998.0,34.30333,-112.16617,"(34.303330, -112.166170)",US-AZ
410,Corn,54859,Valid,H5,5176.0,Found,1994.0,35.405,-98.74889,"(35.405000, -98.748890)",US-TX
411,Correo,5447,Valid,H4,1400.0,Found,1979.0,34.95,-107.16667,"(34.950000, -107.166670)",US-NM
412,Cortez,5449,Valid,H6,715.6,Found,1940.0,37.35,-108.68333,"(37.350000, -108.683330)",US-CO
413,Cosby's Creek,5450,Valid,"Iron, IAB-MG",960000.0,Found,1837.0,35.78333,-83.25,"(35.783330, -83.250000)",US-TN
414,Costilla Peak,5453,Valid,"Iron, IIIAB",35500.0,Found,1881.0,36.83333,-105.23333,"(36.833330, -105.233330)",US-NM
415,Cotesfield,5454,Valid,L6,1160.0,Found,1928.0,41.36667,-98.63333,"(41.366670, -98.633330)",US-NE
416,Cotopaxi,30451,Valid,"Iron, IAB-ung",243.0,Found,2000.0,38.46483,-105.7015,"(38.464830, -105.701500)",US-CO
417,Cottonwood,5455,Valid,H5,800.0,Found,1955.0,34.83333,-112.01667,"(34.833330, -112.016670)",US-AZ
418,Covert,5456,Valid,H5,61000.0,Found,1896.0,39.2,-98.78333,"(39.200000, -98.783330)",US-KS
419,Coyote Dry Lake 001,30452,Valid,H5,338.0,Found,1995.0,35.05017,-116.76683,"(35.050170, -116.766830)",US-NV
420,Coyote Dry Lake 002,30453,Valid,H5-6,106.7,Found,1998.0,35.04753,-116.73092,"(35.047530, -116.730920)",US-NV
421,Coyote Dry Lake 003,30454,Valid,H5,255.72,Found,1998.0,35.08808,-116.75398,"(35.088080, -116.753980)",US-NV
422,Coyote Dry Lake 024,30455,Valid,H5,2430.0,Found,1999.0,35.0715,-116.77205,"(35.071500, -116.772050)",US-NV
423,Coyote Dry Lake 033,30456,Valid,H5,5220.0,Found,1999.0,35.05605,-116.7763,"(35.056050, -116.776300)",US-NV
424,Coyote Dry Lake 040,30457,Valid,H4,344.0,Found,1999.0,35.09373,-116.76343,"(35.093730, -116.763430)",US-NV
425,Coyote Dry Lake 054,30458,Valid,H5,392.8,Found,1999.0,35.07667,-116.74667,"(35.076670, -116.746670)",US-NV
426,Coyote Dry Lake 061,30459,Valid,H5,2134.0,Found,1999.0,35.05242,-116.7667,"(35.052420, -116.766700)",US-NV
427,Coyote Dry Lake 063,30460,Valid,H4,67.61,Found,1999.0,35.05878,-116.773,"(35.058780, -116.773000)",US-NV
428,Coyote Dry Lake 064,30461,Valid,H5,1364.31,Found,1999.0,35.05817,-116.7743,"(35.058170, -116.774300)",US-NV
429,Coyote Dry Lake 067,30462,Valid,L6,412.05,Found,1999.0,35.03815,-116.7531,"(35.038150, -116.753100)",US-NV
430,Coyote Dry Lake 080,30463,Valid,H5,278.1,Found,1999.0,35.07402,-116.76117,"(35.074020, -116.761170)",US-NV
431,Coyote Dry Lake 105,30464,Valid,H5,61.5,Found,1999.0,35.05073,-116.76698,"(35.050730, -116.766980)",US-NV
432,Coyote Dry Lake 110,30465,Valid,H4,68.02,Found,1999.0,35.04625,-116.73547,"(35.046250, -116.735470)",US-NV
433,Coyote Dry Lake 115,30466,Valid,H5-6,1369.0,Found,1999.0,35.05865,-116.76872,"(35.058650, -116.768720)",US-NV
434,Coyote Dry Lake 116,30467,Valid,H6,4.4,Found,1999.0,35.05847,-116.769,"(35.058470, -116.769000)",US-NV
435,Coyote Dry Lake 117,30468,Valid,H3,162.0,Found,1999.0,35.0501,-116.74443,"(35.050100, -116.744430)",US-NV
436,Coyote Dry Lake 119,30469,Valid,H5,3.2,Found,1999.0,35.03815,-116.7531,"(35.038150, -116.753100)",US-NV
437,Coyote Dry Lake 120,30470,Valid,H5,18.5,Found,1999.0,35.05893,-116.76872,"(35.058930, -116.768720)",US-NV
438,Coyote Dry Lake 121,30471,Valid,H4,14.2,Found,1999.0,35.05947,-116.7685,"(35.059470, -116.768500)",US-NV
439,Coyote Dry Lake 129,30472,Valid,H5,140.0,Found,2000.0,35.06917,-116.7502,"(35.069170, -116.750200)",US-NV
440,Coyote Dry Lake 130,30473,Valid,H4,6.1,Found,2000.0,35.06785,-116.7494,"(35.067850, -116.749400)",US-NV
441,Coyote Dry Lake 132,30474,Valid,H4,17.4,Found,2000.0,35.07028,-116.74847,"(35.070280, -116.748470)",US-NV
442,Coyote Dry Lake 134,30475,Valid,H5,117.5,Found,2000.0,35.0925,-116.76083,"(35.092500, -116.760830)",US-NV
