,name,id,nametype,recclass,mass,fall,year,reclat,reclong,GeoLocation,state
1302,Roosevelt County 049,22704,Valid,LL4,22.8,Found,1971.0,34.08333,-103.5,"(34.083330, -103.500000)",US-NM
1303,Roosevelt County 050,22705,Valid,L4,13.1,Found,1971.0,34.08333,-103.5,"(34.083330, -103.500000)",US-NM
1304,Roosevelt County 051,22706,Valid,L5,29.4,Found,1971.0,34.21667,-103.35,"(34.216670, -103.350000)",US-NM
1305,Roosevelt County 052,22707,Valid,H5,17.7,Found,1971.0,34.1,-103.48333,"(34.100000, -103.483330)",US-NM
1306,Roosevelt County 053,22708,Valid,H5,10.8,Found,1971.0,33.88333,-103.7,"(33.883330, -103.700000)",US-NM
1307,Roosevelt County 054,22709,Valid,H5,361.5,Found,1971.0,34.3,-103.43333,"(34.300000, -103.433330)",US-NM
1308,Roosevelt County 055,22710,Valid,H5,7.9,Found,1971.0,34.3,-103.43333,"(34.300000, -103.433330)",US-NM
1309,Roosevelt County 056,22711,Valid,H5,10.3,Found,1972.0,34.41667,-103.58333,"(34.416670, -103.583330)",US-NM
1310,Roosevelt County 057,22712,Valid,L5,7.7,Found,1973.0,34.21667,-103.28333,"(34.216670, -103.283330)",US-NM
1311,Roosevelt County 058,22713,Valid,L4,12.0,Found,1968.0,34.08333,-103.5,"(34.083330, -103.500000)",US-NM
1312,Roosevelt County 059,22714,Valid,L6,26.2,Found,1968.0,34.08333,-103.5,"(34.083330, -103.500000)",US-NM
1313,Roosevelt County 060,22715,Valid,H5,34.2,Found,1968.0,34.08333,-103.61667,"(34.083330, -103.616670)",US-NM
1314,Roosevelt County 061,22716,Valid,H5,49.5,Found,1968.0,34.08333,-103.51667,"(34.083330, -103.516670)",US-NM
1315,Roosevelt County 062,22717,Valid,H5,16.2,Found,1969.0,34.21667,-103.5,"(34.216670, -103.500000)",US-NM
1316,Roosevelt County 063,22718,Valid,L4,34.7,Found,1969.0,34.08333,-103.5,"(34.083330, -103.500000)",US-NM
1317,Roosevelt County 064,22719,Valid,H5,24.8,Found,1969.0,34.08333,-103.5,"(34.083330, -103.500000)",US-NM
1318,Roosevelt County 065,22720,Valid,H5,405.8,Found,1971.0,33.61667,-103.45,"(33.616670, -103.450000)",US-NM
1319,Roosevelt County 066,22721,Valid,L5,4.9,Found,1988.0,34.1,-103.48333,"(34.100000, -103.483330)",US-NM
1320,Roosevelt County 067,22722,Valid,L5,2.1,Found,1988.0,34.1,-103.48333,"(34.100000, -103.483330)",US-NM
1321,Roosevelt County 068,22723,Valid,L5,13.9,Found,1988.0,34.1,-103.48333,"(34.100000, -103.483330)",US-NM
1322,Roosevelt County 069,22724,Valid,L5,4.8,Found,1989.0,34.1,-103.48333,"(34.100000, -103.483330)",US-NM
1323,Roosevelt County 070,22725,Valid,L5,2.3,Found,1989.0,34.1,-103.48333,"(34.100000, -103.483330)",US-NM
1324,Roosevelt County 071,22726,Valid,L4,5.3,Found,1989.0,34.1,-103.48333,"(34.100000, -103.483330)",US-NM
1325,Roosevelt County 072,22727,Valid,L5,9.8,Found,1989.0,34.1,-103.48333,"(34.100000, -103.483330)",US-NM
1326,Roosevelt County 073,22728,Valid,H5,288.0,Found,1989.0,34.08333,-103.48333,"(34.083330, -103.483330)",US-NM
1327,Roosevelt County 074,22729,Valid,L5,22.2,Found,1990.0,34.08333,-103.51667,"(34.083330, -103.516670)",US-NM
1328,Roosevelt County 075,22730,Valid,H3.10,258.0,Found,1990.0,34.18333,-103.43333,"(34.183330, -103.433330)",US-NM
1329,Roosevelt County 076,22731,Valid,L4,3.3,Found,1992.0,34.08333,-103.5,"(34.083330, -103.500000)",US-NM
1330,Roosevelt County 077,22732,Valid,L4,10.9,Found,1992.0,34.08333,-103.5,"(34.083330, -103.500000)",US-NM
1331,Roosevelt County 078,22733,Valid,L4,6.9,Found,1992.0,34.08333,-103.5,"(34.083330, -103.500000)",US-NM
1332,Roosevelt County 079,22734,Valid,H4,30.2,Found,1993.0,34.1,-103.58333,"(34.100000, -103.583330)",US-NM
1333,Roosevelt County 080,22735,Valid,H6,727.8,Found,1968.0,34.05,-103.5,"(34.050000, -103.500000)",US-NM
1334,Roosevelt County 081,22736,Valid,H5,522.2,Found,1969.0,33.63333,-103.16667,"(33.633330, -103.166670)",US-NM
1335,Roosevelt County 082,22737,Valid,H4,137.0,Found,1969.0,34.08333,-103.56667,"(34.083330, -103.566670)",US-NM
1336,Roosevelt County 083,22738,Valid,H5,14.8,Found,1969.0,33.66667,-103.41667,"(33.666670, -103.416670)",US-NM
1337,Roosevelt County 084,22739,Valid,L4,69.6,Found,1969.0,34.2,-103.23333,"(34.200000, -103.233330)",US-NM
1338,Roosevelt County 085,22740,Valid,L4,140.0,Found,1969.0,34.31667,-103.38333,"(34.316670, -103.383330)",US-NM
1339,Roosevelt County 086,22741,Valid,L6,9.0,Found,1974.0,34.28333,-103.28333,"(34.283330, -103.283330)",US-NM
1340,Roosevelt County 087,22742,Valid,H5,8.2,Found,1977.0,34.06667,-103.51667,"(34.066670, -103.516670)",US-NM
1341,Roosevelt County 088,22743,Valid,H4,7.5,Found,1978.0,33.88333,-103.56667,"(33.883330, -103.566670)",US-NM
1342,Roosevelt County 089,22744,Valid,H5,1615.0,Found,1980.0,34.13333,-103.53333,"(34.133330, -103.533330)",US-NM
1343,Roosevelt County 090,22745,Valid,H4,6.4,Found,1993.0,34.28333,-103.51667,"(34.283330, -103.516670)",US-NM
1344,Roosevelt County 091,22746,Valid,H4,3.15,Found,1994.0,34.08333,-103.5,"(34.083330, -103.500000)",US-NM
1345,Roosevelt County 092,22747,Valid,L5,34.29,Found,1994.0,34.08333,-103.5,"(34.083330, -103.500000)",US-NM
1346,Roosevelt County 093,22748,Valid,L5,2.78,Found,1994.0,34.08333,-103.5,"(34.083330, -103.500000)",US-NM
1347,Roosevelt County 094,22749,Valid,L5,3.55,Found,1994.0,34.08333,-103.5,"(34.083330, -103.500000)",US-NM
1348,Roosevelt County 095,22750,Valid,L/LL5,12.1,Found,1995.0,34.09167,-103.50167,"(34.091670, -103.501670)",US-NM
1349,Roosevelt County 096,22751,Valid,L5,212.2,Found,1996.0,34.09167,-103.67667,"(34.091670, -103.676670)",US-NM
1350,Roosevelt County 097,22752,Valid,H4,56.0,Found,1996.0,33.95833,-103.93833,"(33.958330, -103.938330)",US-NM
1351,Roosevelt County 098,22753,Valid,L6,15.0,Found,1969.0,34.21667,-103.55,"(34.216670, -103.550000)",US-NM
1352,Roosevelt County 099,22754,Valid,H(5?),9.8,Found,1969.0,33.6,-103.3,"(33.600000, -103.300000)",US-NM
1353,Roosevelt County 100,22755,Valid,L5,6.8,Found,1970.0,34.3,-103.45,"(34.300000, -103.450000)",US-NM
1354,Roosevelt County 101,22756,Valid,H5,12.6,Found,1979.0,34.05,-103.58333,"(34.050000, -103.583330)",US-NM
1355,Roosevelt County 102,22757,Valid,L5,8345.0,Found,1988.0,33.995,-103.25,"(33.995000, -103.250000)",US-NM
1356,Roosevelt County 103,22758,Valid,L6,10.0,Found,1998.0,33.73883,-103.65,"(33.738830, -103.650000)",US-NM
1357,Roosevelt County 104,22759,Valid,L5,51.7,Found,1998.0,33.72217,-103.67333,"(33.722170, -103.673330)",US-NM
1358,Roosevelt County 105,22760,Valid,H5,30.0,Found,1998.0,34.18833,-103.94167,"(34.188330, -103.941670)",US-NM
1359,Roosevelt County 106,22761,Valid,L6,98.8,Found,2001.0,34.21667,-103.93333,"(34.216670, -103.933330)",US-NM
1360,Roosevelt County 107,22762,Valid,L6,81.2,Found,2000.0,34.21667,-103.13333,"(34.216670, -103.133330)",US-NM
1361,Roosevelt County 108,47360,Valid,H5,4.75,Found,2004.0,34.21667,-103.18333,"(34.216670, -103.183330)",US-NM
1362,Roosevelt County 109,48914,Valid,L6,17.3,Found,2005.0,34.21667,-103.18333,"(34.216670, -103.183330)",US-NM
1363,Roosevelt County 110,48991,Valid,L4,73.7,Found,1987.0,33.736667,-103.623333,"(33.736667, -103.623333)",US-NM
1364,Rosamond,57434,Valid,LL3,11.1,Found,2012.0,34.82793,-118.1464,"(34.827930, -118.146400)",US-CA
1365,Rosamond Dry Lake,22764,Valid,L,850.0,Found,1940.0,34.83333,-118.06667,"(34.833330, -118.066670)",US-CA
1366,Rosebud,22767,Valid,H5,54900.0,Found,1915.0,30.81667,-97.05,"(30.816670, -97.050000)",US-TX
1367,Round Top (a),22768,Valid,L5,9935.0,Found,1934.0,30.05806,-96.65139,"(30.058060, -96.651390)",US-TX
1368,Round Top (b),22769,Valid,H4,7166.0,Found,1939.0,30.06667,-96.7,"(30.066670, -96.700000)",US-TX
1369,Roundsprings,22770,Valid,H5,6000.0,Found,1986.0,39.16667,-98.43333,"(39.166670, -98.433330)",US-KS
1370,Roundup,22771,Valid,"Iron, IIIAB",17590.0,Found,1990.0,46.78333,-108.56667,"(46.783330, -108.566670)",US-MT
1371,Roy (1933),22774,Valid,L5,47200.0,Found,1933.0,35.95,-104.2,"(35.950000, -104.200000)",US-NM
1372,Roy (1934),22775,Valid,L6,5619.0,Found,1934.0,35.95,-104.2,"(35.950000, -104.200000)",US-NM
1373,Ruff's Mountain,22779,Valid,"Iron, IIIAB",53070.0,Found,1844.0,34.3,-81.4,"(34.300000, -81.400000)",US-NC
1374,Rush County,22785,Valid,H5,4300.0,Found,1948.0,39.5,-85.5,"(39.500000, -85.500000)",US-IN
1375,Rush Creek,22786,Valid,L6,9300.0,Found,1938.0,38.61667,-102.71667,"(38.616670, -102.716670)",US-CO
1376,Rushville,22787,Valid,L5,50.0,Found,1866.0,39.61667,-85.45,"(39.616670, -85.450000)",US-IN
1377,Russel Gulch,22788,Valid,"Iron, IIIAB",13200.0,Found,1863.0,39.8,-105.5,"(39.800000, -105.500000)",US-CO
1378,Ryan Field,22789,Valid,H5,8.9,Found,1982.0,32.13333,-111.13333,"(32.133330, -111.133330)",US-AZ
1379,Sacramento Mountains,22794,Valid,"Iron, IIIAB",237200.0,Found,1890.0,32.91667,-104.66667,"(32.916670, -104.666670)",US-NM
1380,Sacramento Wash 001,34065,Valid,H4,98.9,Found,2003.0,34.75637,-114.23435,"(34.756370, -114.234350)",US-CA
1381,Sacramento Wash 002,34066,Valid,H4,892.8,Found,2004.0,34.75635,-114.2343,"(34.756350, -114.234300)",US-CA
1382,Sacramento Wash 003,34067,Valid,H4,89.2,Found,2004.0,34.75873,-114.23342,"(34.758730, -114.233420)",US-CA
1383,Sacramento Wash 004,34068,Valid,H5,28.6,Found,2004.0,34.75078,-114.22717,"(34.750780, -114.227170)",US-CA
1384,Sacramento Wash 005,45974,Valid,H-metal,52.3,Found,2004.0,34.74667,-114.21,"(34.746670, -114.210000)",US-CA
1385,Saginaw,22797,Valid,Iron,44500.0,Found,1979.0,32.86583,-97.32306,"(32.865830, -97.323060)",US-TX
1386,Saint Augustine,23080,Valid,"Iron, IID",22000.0,Found,1974.0,40.71667,-90.41667,"(40.716670, -90.416670)",US-IA
1387,Salaices,23105,Valid,H4,24500.0,Found,1971.0,27.0,-105.25,"(27.000000, -105.250000)",US-TX
1388,Salina,23108,Valid,Iron,235.0,Found,1908.0,38.98333,-111.85,"(38.983330, -111.850000)",US-UT
1389,Saline,23109,Valid,H5,30800.0,Found,1901.0,39.4,-100.4,"(39.400000, -100.400000)",US-KS
1390,Salt Lake City,23112,Valid,H5,875.0,Found,1869.0,40.91667,-111.66667,"(40.916670, -111.666670)",US-UT
1391,Salt River,23113,Valid,"Iron, IIC",3600.0,Found,1850.0,37.95,-85.78333,"(37.950000, -85.783330)",US-KY
1392,Sam's Valley,23116,Valid,"Iron, IIIAB",6920.0,Found,1894.0,42.53333,-122.875,"(42.533330, -122.875000)",US-OR
1393,San Angelo,23117,Valid,"Iron, IIIAB",88000.0,Found,1897.0,31.41667,-100.35,"(31.416670, -100.350000)",US-TX
1394,San Bernardino Wash,55265,Valid,L5,258.0,Found,2010.0,34.00056,-115.72972,"(34.000560, -115.729720)",US-CA
1395,San Emigdio,23122,Valid,H4,36000.0,Found,1887.0,36.0,-119.0,"(36.000000, -119.000000)",US-NV
1396,San Francisco Mountains,23124,Valid,"Iron, IVA",1700.0,Found,1920.0,35.0,-112.0,"(35.000000, -112.000000)",US-AZ
1397,San Joaquin,47356,Valid,L5/6,31.8,Found,2005.0,32.16657,-111.11718,"(32.166570, -111.117180)",US-AZ
1398,San Pedro Springs,23131,Valid,L6,72.0,Found,1887.0,29.5,-98.5,"(29.500000, -98.500000)",US-TX
1399,Sand Creek,23133,Valid,H5,2443.0,Found,1986.0,39.43,-99.995,"(39.430000, -99.995000)",US-KS
1400,Sand Draw,23134,Valid,H5,1200.0,Found,1947.0,40.81667,-102.25,"(40.816670, -102.250000)",US-NE
1401,Sanderson,23135,Valid,"Iron, IIIAB",6800.0,Found,1936.0,30.13333,-102.15,"(30.133330, -102.150000)",US-TX
1402,Sandy Creek,23158,Valid,L5,1330.0,Found,1999.0,40.43333,-98.06667,"(40.433330, -98.066670)",US-NE
1403,Sandia Mountains,23156,Valid,"Iron, IIAB",45000.0,Found,1925.0,35.25,-106.5,"(35.250000, -106.500000)",US-NM
1404,Sandtown,23157,Valid,"Iron, IIIAB",9350.0,Found,1938.0,35.93333,-91.63333,"(35.933330, -91.633330)",US-AR
1405,Santa Rosalia,23168,Valid,"Pallasite, PMG",1631.0,Found,1950.0,27.33333,-112.33333,"(27.333330, -112.333330)",
1406,Sappa,23175,Valid,L6,5950.0,Found,1983.0,39.84433,-100.51,"(39.844330, -100.510000)",US-KS
1407,Sardis,23177,Valid,"Iron, IAB complex",800000.0,Found,1940.0,32.94889,-81.865,"(32.948890, -81.865000)",US-GA
1408,Savannah,23189,Valid,"Iron, IIIAB",60000.0,Found,1923.0,35.16667,-88.18333,"(35.166670, -88.183330)",US-TN
1409,Sawtooth Knob,23191,Valid,"Iron, IIAB",18.54,Found,2002.0,40.86217,-118.54167,"(40.862170, -118.541670)",US-NV
1410,Sawyer,53806,Valid,H4,8100.0,Found,2006.0,37.52392,-98.62993,"(37.523920, -98.629930)",US-KS
1411,Scott City,23462,Valid,H5,2135.0,Found,1905.0,38.46667,-100.93333,"(38.466670, -100.933330)",US-KS
1412,Scottsville,23466,Valid,"Iron, IIAB",10000.0,Found,1867.0,36.76667,-86.16667,"(36.766670, -86.166670)",US-KY
1413,Scurry,23468,Valid,H5,118000.0,Found,1937.0,32.5,-101.0,"(32.500000, -101.000000)",US-TX
1414,Seagraves,23469,Valid,H4,13000.0,Found,1962.0,32.93333,-102.58333,"(32.933330, -102.583330)",US-TX
1415,Seagraves (b),23470,Valid,H5,4600.0,Found,1976.0,32.91722,-102.5,"(32.917220, -102.500000)",US-TX
1416,Seagraves (c),23471,Valid,L6/7,26810.0,Found,1989.0,32.98333,-102.56667,"(32.983330, -102.566670)",US-TX
1417,Seguin,23478,Valid,H6,750.0,Found,1956.0,39.36667,-100.63333,"(39.366670, -100.633330)",US-KS
1418,Seibert (a),23479,Valid,H5,3500.0,Found,1941.0,39.3,-102.83333,"(39.300000, -102.833330)",US-CO
1419,Seibert (b),23480,Valid,L6,8600.0,Found,1991.0,39.27667,-102.88667,"(39.276670, -102.886670)",US-CO
1420,Selden,23484,Valid,LL5,1560.0,Found,1960.0,39.53333,-100.56667,"(39.533330, -100.566670)",US-KS
1421,Seligman,23485,Valid,"Iron, IAB-MG",2200.0,Found,1949.0,35.28333,-112.86667,"(35.283330, -112.866670)",US-AZ
1422,Selma,23486,Valid,H4,140600.0,Found,1906.0,32.4,-87.0,"(32.400000, -87.000000)",US-AL
1423,Seminole,23488,Valid,H4,43900.0,Found,1961.0,32.68333,-102.61667,"(32.683330, -102.616670)",US-TX
1424,Seminole (b),23489,Valid,H4,1184.0,Found,1965.0,32.54333,-102.705,"(32.543330, -102.705000)",US-TX
1425,Seminole (c),23490,Valid,H4,1711.0,Found,1967.0,32.55,-102.39167,"(32.550000, -102.391670)",US-TX
1426,Seminole (d),23491,Valid,H6,1710.0,Found,1976.0,32.71667,-102.65,"(32.716670, -102.650000)",US-TX
1427,Seminole (e),23492,Valid,H5,758.2,Found,1977.0,32.71667,-102.65,"(32.716670, -102.650000)",US-TX
1428,Seminole (f),54436,Valid,H5,5421.0,Found,2008.0,32.70038,-102.67268,"(32.700380, -102.672680)",US-TX
1429,Seminole (g),55293,Valid,H5,640.4,Found,1999.0,32.71667,-102.65,"(32.716670, -102.650000)",US-TX
1430,Seminole Draw (a),23493,Valid,L6,478.0,Found,1976.0,32.71667,-102.65,"(32.716670, -102.650000)",US-TX
1431,Seminole Draw (b),23494,Valid,H5,1192.7,Found,1976.0,32.71667,-102.65,"(32.716670, -102.650000)",US-TX
1432,Seneca,23497,Valid,H4,1900.0,Found,1936.0,39.83333,-96.06667,"(39.833330, -96.066670)",US-KS
1433,Seneca Falls,23498,Valid,"Iron, IIIAB",4000.0,Found,1850.0,42.91667,-76.78333,"(42.916670, -76.783330)",US-NY
1434,Seneca Township,23499,Valid,"Iron, IVA",11500.0,Found,1923.0,41.78333,-84.18333,"(41.783330, -84.183330)",US-OH
1435,Seth Ward,23505,Valid,H5,3800.0,Found,1977.0,34.26889,-101.64722,"(34.268890, -101.647220)",US-TX
1436,Seymour,23511,Valid,"Iron, IAB-MG",25900.0,Found,1940.0,37.2375,-92.78694,"(37.237500, -92.786940)",US-MO
1437,Shafter Lake,23513,Valid,H5,3027.0,Found,1933.0,32.4,-102.58333,"(32.400000, -102.583330)",US-TX
1438,Shallowater,23522,Valid,Aubrite,4650.0,Found,1936.0,33.7,-101.93333,"(33.700000, -101.933330)",US-TX
1439,Sharon Springs,23524,Valid,L6,23400.0,Found,1983.0,38.77083,-101.79833,"(38.770830, -101.798330)",US-KS
1440,Shaw,23526,Valid,L6/7,17500.0,Found,1937.0,39.53333,-103.33333,"(39.533330, -103.333330)",US-CO
1441,Sheephole Valley,23527,Valid,H4,62.1,Found,1999.0,34.125,-115.56333,"(34.125000, -115.563330)",US-CA
1442,Sheephole Valley 002,23528,Valid,L4,4.4,Found,1999.0,34.125,-115.56333,"(34.125000, -115.563330)",US-CA
1443,Shields,23533,Valid,H5,9780.0,Found,1962.0,38.7,-100.35,"(38.700000, -100.350000)",US-KS
1444,Shingle Springs,23535,Valid,"Iron, ungrouped",39000.0,Found,1869.0,38.66667,-120.93333,"(38.666670, -120.933330)",US-CA
1445,Shrewsbury,23581,Valid,"Iron, IAB-sLL",12000.0,Found,1907.0,39.76667,-76.66667,"(39.766670, -76.666670)",US-PA
1446,Sidney,23585,Valid,L,6000.0,Found,1941.0,41.05,-102.9,"(41.050000, -102.900000)",US-NE
1447,Sierra Blanca,23587,Valid,"Iron, IAB?",405.0,Found,1784.0,27.15,-104.9,"(27.150000, -104.900000)",US-TX
1448,Sierra County,23589,Valid,H5,1000.0,Found,1962.0,33.0,-107.5,"(33.000000, -107.500000)",US-NM
1449,Signal Mountain,23592,Valid,"Iron, IVA",63500.0,Found,1919.0,32.5,-115.5,"(32.500000, -115.500000)",
1450,Silurian Dry Lake,23595,Valid,LL6,43.8,Found,2000.0,35.51752,-116.17607,"(35.517520, -116.176070)",US-NV
1451,Silver Bell,23596,Valid,"Iron, IIAB",5100.0,Found,1939.0,32.48333,-111.56667,"(32.483330, -111.566670)",US-AZ
1452,Silver Crown,23597,Valid,"Iron, IAB-MG",11600.0,Found,1887.0,41.23333,-104.98333,"(41.233330, -104.983330)",US-WY
1453,Silver Dry Lake 001,23598,Valid,L4,218.8,Found,2000.0,35.37333,-116.125,"(35.373330, -116.125000)",US-NV
1454,Silver Dry Lake 002,23599,Valid,H6,16.5,Found,2000.0,35.34443,-116.11485,"(35.344430, -116.114850)",US-NV
1455,Silverton (Texas),23601,Valid,H4,2576.0,Found,1938.0,34.53333,-101.18333,"(34.533330, -101.183330)",US-TX
1456,Skiff,23622,Valid,H4,3540.0,Found,1966.0,49.25,-111.86667,"(49.250000, -111.866670)",
1457,Slaton,23625,Valid,L4,1070.0,Found,1941.0,33.43333,-101.75,"(33.433330, -101.750000)",US-TX
1458,Sligo,23644,Valid,H3.9,78.0,Found,1976.0,33.11861,-102.74056,"(33.118610, -102.740560)",US-TX
1459,Slovak,23647,Valid,H5,8220.0,Found,1962.0,34.65,-91.58333,"(34.650000, -91.583330)",US-AR
1460,Smith Center,23649,Valid,L6,1585.0,Found,1937.0,39.83333,-99.01667,"(39.833330, -99.016670)",US-KS
1461,Smithland,23650,Valid,"Iron, IVA",5000.0,Found,1839.0,37.13333,-88.4,"(37.133330, -88.400000)",US-KY
1462,Smithonia,23651,Valid,"Iron, IIAB",69900.0,Found,1940.0,34.0,-83.16667,"(34.000000, -83.166670)",US-NC
1463,Smith's Mountain,23652,Valid,"Iron, IIIAB",5000.0,Found,1863.0,36.41667,-80.0,"(36.416670, -80.000000)",US-NC
1464,Smithville,23654,Valid,"Iron, IAB-MG",70500.0,Found,1840.0,35.98333,-85.85,"(35.983330, -85.850000)",US-TN
1465,Smokey Spring,57453,Valid,H4,254.0,Found,2011.0,40.95465,-118.49693,"(40.954650, -118.496930)",US-NV
1466,Smyer,23655,Valid,H6,3273.0,Found,1968.0,33.58333,-102.16667,"(33.583330, -102.166670)",US-TX
1467,Snyder,23657,Valid,H3,16900.0,Found,1983.0,32.71667,-100.91667,"(32.716670, -100.916670)",US-TX
1468,Snyder Hill,23658,Valid,L5,1160.0,Found,1994.0,32.15833,-111.11333,"(32.158330, -111.113330)",US-AZ
1469,Social Circle,23659,Valid,"Iron, IVA",99300.0,Found,1927.0,33.7,-83.7,"(33.700000, -83.700000)",US-GA
1470,Somervell County,23665,Valid,"Pallasite, PMG",11800.0,Found,1919.0,32.18333,-97.8,"(32.183330, -97.800000)",US-TX
1471,Somesbar,23666,Valid,H6,60.0,Found,1977.0,41.38333,-123.5,"(41.383330, -123.500000)",US-CA
1472,Soper,23669,Valid,"Iron, ungrouped",3700.0,Found,1938.0,34.03333,-95.58333,"(34.033330, -95.583330)",US-TX
1473,South Bend,23675,Valid,"Pallasite, PMG",2500.0,Found,1893.0,41.65,-86.21667,"(41.650000, -86.216670)",US-IN
1474,South Byron,23676,Valid,"Iron, ungrouped",6000.0,Found,1915.0,43.03333,-78.03333,"(43.033330, -78.033330)",US-NY
1475,South Plains,23680,Valid,L5,4763.0,Found,1971.0,34.26667,-101.25,"(34.266670, -101.250000)",US-TX
1476,Southampton,23682,Valid,Pallasite,3580.0,Found,2001.0,44.50642,-81.37217,"(44.506420, -81.372170)",
1477,Spade,23686,Valid,H6,8860.0,Found,2000.0,34.00111,-102.12833,"(34.001110, -102.128330)",US-TX
1478,Spearman,23687,Valid,"Iron, IIIAB",10400.0,Found,1934.0,36.25,-101.21667,"(36.250000, -101.216670)",US-TX
1479,Springer,23688,Valid,H5,8143.0,Found,1965.0,36.34611,-97.185,"(36.346110, -97.185000)",US-TX
1480,Springfield,23689,Valid,L6,3200.0,Found,1937.0,37.38333,-102.63333,"(37.383330, -102.633330)",US-CO
1481,Springfield (b),23690,Valid,L,229.3,Found,1937.0,37.48333,-102.67667,"(37.483330, -102.676670)",US-CO
1482,Springlake,23691,Valid,L6,17300.0,Found,1980.0,34.34444,-102.22361,"(34.344440, -102.223610)",US-TX
1483,Spruce 001,56165,Valid,L5,983.0,Found,2011.0,40.801,-114.701,"(40.801000, -114.701000)",US-NV
1484,Spruce 002,56166,Valid,L6,18.0,Found,2011.0,40.792,-114.708,"(40.792000, -114.708000)",US-NV
1485,Squaw Creek,23693,Valid,"Iron, IIAB",14500.0,Found,,32.0,-98.0,"(32.000000, -98.000000)",US-TX
1486,St. Ann,23079,Valid,H6,373.5,Found,1938.0,40.45,-100.75,"(40.450000, -100.750000)",US-NE
1487,St. Francois County,23085,Valid,"Iron, IC",3600.0,Found,1863.0,37.75,-90.5,"(37.750000, -90.500000)",US-IL
1488,St. Genevieve County,23086,Valid,"Iron, IIIF",244500.0,Found,1888.0,37.96667,-90.31667,"(37.966670, -90.316670)",US-IL
1489,St. Lawrence,23088,Valid,LL6,2600.0,Found,1965.0,31.73333,-101.505,"(31.733330, -101.505000)",US-TX
1490,St. Peter,23094,Valid,L5,6800.0,Found,1957.0,39.4,-100.03333,"(39.400000, -100.033330)",US-KS
1491,St. Vrain,23095,Valid,OC,45.5,Found,1971.0,34.31833,-103.47167,"(34.318330, -103.471670)",US-NM
1492,Starvation Flat,44800,Valid,L5,1250.0,Found,2002.0,36.7845,-114.94967,"(36.784500, -114.949670)",US-NV
1493,Statesboro,23715,Valid,L5,2158.26,Found,2000.0,32.4375,-81.91667,"(32.437500, -81.916670)",US-GA
1494,Staunton,23716,Valid,"Iron, IIIE",43500.0,Found,1869.0,38.21667,-79.05,"(38.216670, -79.050000)",US-VA
1495,Sterley,56575,Valid,"Pallasite, PMG",1724.8,Found,1950.0,34.21,-101.39,"(34.210000, -101.390000)",US-TX
1496,Sterling,23723,Valid,Pallasite,679.5,Found,1900.0,40.6,-103.18333,"(40.600000, -103.183330)",US-NE
1497,Stewart Valley 001,55530,Valid,H6,75.6,Found,2001.0,36.2058,-116.17042,"(36.205800, -116.170420)",US-NV
1498,Stewart Valley 002,55531,Valid,L6,28.9,Found,2001.0,36.20758,-116.16918,"(36.207580, -116.169180)",US-NV
1499,Stewart Valley 003,55588,Valid,H4,6.8,Found,2001.0,36.21153,-116.16785,"(36.211530, -116.167850)",US-NV
1500,Stewart Valley 004,55532,Valid,L6,58.9,Found,2001.0,36.25547,-116.18552,"(36.255470, -116.185520)",US-NV
1501,Stewart Valley 005,55533,Valid,L6,62.0,Found,2001.0,36.22907,-116.17935,"(36.229070, -116.179350)",US-NV
1502,Stewart Valley 006,55534,Valid,H4,20.1,Found,2001.0,36.23728,-116.1722,"(36.237280, -116.172200)",US-NV
1503,Stewart Valley 007,55535,Valid,H4,8.7,Found,2001.0,36.23722,-116.17242,"(36.237220, -116.172420)",US-NV
1504,Stewart Valley 008,55536,Valid,H6,4.2,Found,2001.0,36.23743,-116.17223,"(36.237430, -116.172230)",US-NV
1505,Stewart Valley 009,55537,Valid,LL5,375.0,Found,2003.0,36.17557,-116.159,"(36.175570, -116.159000)",US-NV
1506,Stewart Valley 010,55538,Valid,H5,41.7,Found,2003.0,36.18472,-116.14342,"(36.184720, -116.143420)",US-NV
1507,Stewart Valley 011,55539,Valid,H6,49.6,Found,2003.0,36.21017,-116.16825,"(36.210170, -116.168250)",US-NV
1508,Stewart Valley 012,55528,Valid,H6,130.0,Found,2012.0,36.235,-116.18358,"(36.235000, -116.183580)",US-NV
1509,Stoneham,31330,Valid,H5,5000.0,Found,1960.0,40.63783,-103.69717,"(40.637830, -103.697170)",US-NE
1510,Stonington,23727,Valid,H5,2700.0,Found,1942.0,37.28333,-102.2,"(37.283330, -102.200000)",US-CO
1511,Stratton,23730,Valid,OC,121.0,Found,1964.0,39.22167,-102.59,"(39.221670, -102.590000)",US-CO
1512,Study Butte,23734,Valid,H3-6,417.0,Found,1983.0,29.30167,-103.5,"(29.301670, -103.500000)",US-TX
1513,Stump Spring 083,52752,Valid,LL6,13700.0,Found,2010.0,35.98728,-115.85828,"(35.987280, -115.858280)",US-NV
1514,Sublette,23735,Valid,L6,1300.0,Found,1952.0,37.5,-100.83333,"(37.500000, -100.833330)",US-KS
1515,Sulphur Springs Draw,23740,Valid,H5,1892.0,Found,1990.0,32.98333,-102.37833,"(32.983330, -102.378330)",US-TX
1516,Summerfield,23743,Valid,L5,6200.0,Found,1979.0,34.76667,-102.41667,"(34.766670, -102.416670)",US-TX
1517,Summit,23744,Valid,"Iron, IIAB",1000.0,Found,1890.0,34.2,-86.48333,"(34.200000, -86.483330)",US-AL
1518,Sunray,23746,Valid,H4,4300.0,Found,1985.0,36.0,-101.83333,"(36.000000, -101.833330)",US-TX
